index;lvl;lvl req;*type;prop1;par1;min1;max1;prop2;par2;min2;max2;prop3;par3;min3;max3;prop4;par4;min4;max4;prop5;par5;min5;max5;prop6;par6;min6;max6;prop7;par7;min7;max7;prop8;par8;min8;max8;prop9;par9;min9;max9;prop10;par10;min10;max10;prop11;par11;min11;max11;prop12;par12;min12;max12
Venomantic;79;77;Giant Ogre Glaive;Damage %;;300;340;Attack Speed %;;30;30;Hit-Skill;278;10;10;dex/lvl;5;;;Strength;;20;20;pierce-pois;;5;10;extra-pois;;5;10;Hit-Skill;92;5;15;Gethit-Skill;92;15;15;stack;30;;;rep-quant;40;;;;;;
Fend Ward;60;58;Ethereal Spear;Damage %;;320;360;Attack Speed %;;15;15;Other Skill;30;5;10;Dexterity;;10;30;Strength;;10;20;Armor Class;;225;275;Replenish Life;;25;25;Reduce Dmg;;5;15;dmg-max;;45;45;;;;;;;;;;;;
Flamebound Fork;68;66;Demon Fork;Damage %;;310;340;aura;102;5;10;pierce-fire;;5;10;dmg-fire;;155;275;att/lvl;12;;;Hit-Skill;47;10;15;abs-fire%;;3;5;Vitality;;5;15;;;;;;;;;;;;;;;;
Dracul`s Impaler;77;75;Violent Impaler;Damage %;;340;380;Attack Speed %;;20;20;wounds/lvl;6;;;Lifesteal;;6;8;Strength;;20;20;Dexterity;;15;25;Ignore Armor;;1;1;Hit-Skill;82;5;5;Sockets;;2;4;Prevent Heal;;1;1;;;;;;;;
Mountain King`s Spear;78;76;Giants Spear;Damage %;;300;400;All Skills;;2;4;Reduce Dmg %;;5;10;Armor Class %;;50;100;Strength;;35;50;Sockets;;1;4;vit/lvl;4;;;mag%/lvl;6;;;gold%/lvl;6;;;;;;;;;;;;;;
Valkyrian;79;77;Amazonian Striker;Damage %;;340;360;Hit-Skill;32;5;20;Other Skill;10;2;3;Other Skill;30;2;3;Other Skill;13;2;3;dmg-to-mana;;5;5;all-stats;;5;10;Hitpoint % Increase;;5;10;reduce-ac;;10;10;;;;;;;;;;;;
Bonesever;62;60;Giant Ogre Axe;Damage %;;310;350;Attack Speed %;;25;25;dmg-mag;;250;500;Openwounds;;25;25;att-und/lvl;12;;;res-mag;;25;25;vit/lvl;3;;;Hit Recovery %;;20;20;Reduce Dmg %;;5;5;;;;;;;;;;;;
Scale Carver;66;64;Lut Gholein Voulge;Damage %;;300;360;Attack Speed %;;20;20;dmg-fire;;325;435;Openwounds;;30;30;att-dem/lvl;12;;;res-fire/lvl;3;;;vit/lvl;3;;;Hit Recovery %;;20;20;Armor Class %;;15;15;;;;;;;;;;;;
Windwalker;74;72;Reaping Thresher;Damage %;;320;380;Druid Skills;;3;4;Cast Speed %;;40;40;Hit-Skill;245;20;20;pierce-cold;;5;10;extra-cold;;5;10;Attack Speed %;;40;40;Reduce Req %;;-25;-25;deadly/lvl;5;;;Class Skill;250;3;6;;;;;;;;
Devestator;77;75;Warforged Axe;Damage %;;325;375;Barbarian Skills;;3;4;aura;122;2;4;Attack Speed %;;30;30;30;;15;15;Strength;;20;30;Reduce Dmg %;;5;10;Reduce Dmg;;10;15;deadly/lvl;3;;;Class Skill;134;3;6;;;;;;;;
Durance;78;76;Zakarum Halberd;Damage %;;325;375;Paladin Skills;;3;4;Other Skill;154;2;4;Attack Speed %;;25;25;25;;1;1;Strength;;15;25;Reduce Dmg %;;5;10;Replenish Life;;25;25;crush/lvl;3;;;Class Skill;104;3;6;;;;;;;;
Blightbearer;79;77;Endless Reaper;Damage %;;340;400;Necro Skills;;3;4;Other Skill;144;2;4;Hit-Skill;83;25;25;25;;5;10;extra-pois;;5;10;Attack Speed %;;60;60;Reduce Req %;;-25;-25;deadly/lvl;5;;;Class Skill;92;3;6;;;;;;;;
Cain`s Lost Staff;60;58;Horadrim Staff;Cast Speed %;;35;35;All Skills;;3;5;Gethit-Skill;54;5;5;All Resists;;45;45;Hit Recovery %;;35;35;Magic Find %;;60;60;pierce-fire;;10;20;pierce-ltng;;10;20;pierce-cold;;10;20;pierce-pois;;10;20;Hitpoint % Increase;;5;10;Mana %;;5;10
Arcanicus;68;66;Arcanite Stick;Cast Speed %;;25;25;All Skills;;2;4;Gethit-Skill;72;5;5;All Resists;;30;30;Hit Recovery %;;50;50;Reduce Dmg %;;5;10;extra-fire;;5;15;extra-ltng;;5;15;extra-cold;;5;15;extra-pois;;5;15;Hitpoints;;75;125;Mana Points;;75;125
Towering Staff;77;75;Zakarum Staff;Armor Class %;;50;100;All Skills;;1;2;Hitpoint % Increase;;5;10;Mana %;;5;10;Hitpoints;;75;125;Mana Points;;75;125;Druid Skills;;1;2;Sorceress Skills;;1;2;Necro Skills;;1;2;Paladin Skills;;1;2;Assassin Skills;;1;2;cast;;50;50
Shieldrainer;78;76;Crystal Shillelah;Damage %;;330;380;Attack Speed %;;40;40;Other Skill;58;5;10;dmg-to-mana;;50;50;regen-mana;;25;25;Crushing Blow;;25;25;Deadly Strike;;25;25;Strength;;25;25;Dexterity;;25;25;Mana per Kill;;5;10;All Skills;;2;2;Manasteal;;4;6
Sanctuary of the Dead;79;77;Dark Archon Staff;Cast Speed %;;25;25;aura;119;5;15;All Skills;;2;4;Armor vs Missile;;250;250;half-freeze;;1;1;rip;;1;1;all-stats;;15;15;Gethit-Skill;93;50;20;thorns/lvl;32;;;;;;;;;;;;;;
Lightsworn Seeker;57;55;Angel String Bow;Damage %;;300;340;Attack Speed %;;25;25;Other Skill;22;4;6;dmg-ltng;;71;471;res-ltng;;30;30;Faster Movement %;;15;15;Magic Find %;;25;25;Dexterity;;15;25;Lightning Thorns;;1;1001;;;;;;;;;;;;
Harpy`s Instrument;62;60;Double String Bow;Damage %;;320;360;Attack Speed %;;20;20;Other Skill;27;3;5;dmg-fire;;155;325;pierce-fire;;5;10;Dexterity;;20;20;Replenish Life;;20;20;Sockets;;1;3;pierce;;1;1;;;;;;;;;;;;
Assassin`s Bow;65;63;Rogue Bow;Damage %;;310;340;Attack Speed %;;30;30;Other Skill;278;4;6;dmg-pois;75;342;342;Dexterity;;10;15;Other Skill;258;2;4;Class Skill Tab;0;1;2;Deadly Strike;;15;15;res-pois-len;25;;;;;;;;;;;;;;
Shredstring;71;69;Quick String Bow;Damage %;;340;380;Attack Speed %;;60;60;Other Skill;26;4;6;deadly/lvl;5;;;dex/lvl;5;;;dmg-norm;;35;70;Sockets;;1;4;Openwounds;;33;33;Hit Recovery %;;20;20;All Skills;;1;1;;;;;;;;
Aegnor`s Flight;75;73;Elf Wood Bow;Damage %;;300;400;Attack Speed %;;25;25;Gethit-Skill;54;5;5;Strength;;5;15;Dexterity;;10;15;Faster Movement %;;15;15;Hit Recovery %;;15;15;Reduce Dmg %;;3;5;All Resists;;15;25;;;;;;;;;;;;
Ironbark;79;77;Carnage Bow;Damage %;;340;360;Attack Speed %;;15;15;aura;104;3;5;ac%/lvl;3;;;dmg-dem/lvl;5;;;dmg-und/lvl;5;;;Attack Rating;;250;250;Replenish Life;;25;25;reduce-ac;;10;10;;;;;;;;;;;;
Crusading Flanker;77;75;Warden Bow;Damage %;;325;375;Attack Speed %;;10;10;Other Skill;12;6;12;dmg-fire;;135;265;dmg-ltng;;21;331;dmg-cold;;96;198;dmg-pois;50;288;288;Knockback;;1;1;Slow Target %;;10;10;dmg-mag;;175;250;;;;;;;;
Baldur`s Aim;79;77;Ogre Bow;Damage %;;325;375;Attack Speed %;;20;20;dmg-norm;;175;250;Crushing Blow;;15;15;Deadly Strike;;15;15;dex/lvl;7;;;vit/lvl;3;;;Hit-Skill;42;5;10;;;;;;;;;;;;;;;;
Hailshot;59;57;Mithril Pellet Bow;Damage %;;340;400;Attack Speed %;;45;45;dmg%/lvl;5;;;att%/lvl;5;;;deadly/lvl;3;;;dex/lvl;3;;;Gethit-Skill;235;5;15;Hit-Skill;59;5;15;;;;;;;;;;;;;;;;
Zombie Ballista;70;68;Tristram Crossbow;Damage %;;300;400;Attack Speed %;;25;25;Dmg % to Undead;;200;200;att-undead;;200;200;Crushing Blow;;20;20;Hit-Skill;101;20;15;Dexterity;;15;20;Strength;;10;15;Life per Kill;;10;15;;;;;;;;;;;;
Demon`s Aim;78;76;Dark String Crossbow;Damage %;;340;360;Attack Speed %;;20;20;Dmg % to Demons;;200;200;att-demon;;200;200;Deadly Strike;;20;20;Hit-Skill;121;20;15;Dexterity;;10;25;Strength;;10;15;demon-heal;;20;25;;;;;;;;;;;;
Blindsider;79;77;Repetitive Crossbow;Damage %;;325;375;Attack Speed %;;30;30;Blind Target;;3;3;Prevent Heal;;1;1;Slow Target %;;20;20;Hit-Skill;87;2;1;Dexterity;;25;35;Strength;;10;15;All Skills;;1;1;;;;;;;;;;;;
Storm Striker;70;68;Acrhon Orb;Cast Speed %;;25;25;Sorceress Skills;;1;2;Class Skill;57;2;4;Class Skill;43;2;4;pierce-ltng;;5;10;extra-ltng;;5;10;Energy;;10;25;vit/lvl;3;;;Gethit-Skill;48;25;15;Gold Find %;;50;70;Class Skill Tab;4;1;2;;;;
Frost King`s Icicle;78;76;Zakarum Caster;Cast Speed %;;30;30;Sorceress Skills;;1;3;Class Skill;64;2;4;Class Skill;39;2;4;pierce-cold;;5;10;extra-cold;;5;10;Energy;;15;25;vit/lvl;3;;;Gethit-Skill;44;25;15;Gold Find %;;60;80;Class Skill Tab;5;1;2;;;;
Flamehearts Soul;79;77;Archon Soul Shard;Cast Speed %;;40;40;Sorceress Skills;;2;3;Class Skill;41;2;4;Class Skill;56;2;4;pierce-fire;;5;10;extra-fire;;5;10;enr/lvl;6;;;Vitality;;20;25;Gethit-Skill;56;25;15;Magic Find %;;40;50;Class Skill Tab;3;1;2;;;;
Ainippe`s Heartseeker;55;53;Amazonian Caster;Damage %;;325;375;Amazon Skills;;2;4;Class Skill Tab;1;1;2;Class Skill;22;2;4;pierce;;1;1;Openwounds;;20;20;Prevent Heal;;1;1;Attack Speed %;;20;20;dex/lvl;5;;;att/lvl;24;;;Class Skill;13;2;4;;;;
Marpesia`s Frost Bow;78;76;Grand Amazonian Caster;Damage %;;340;400;Amazon Skills;;2;4;Class Skill Tab;0;1;2;Class Skill;31;2;4;pierce-cold;;10;15;extra-cold;;5;10;Manasteal;;2;4;regen-mana;;10;10;Freeze Duration;4;;;half-freeze;;1;1;Sockets;;2;6;;;;
Celaneo`s Warspear;63;61;Amazonian Matron Spear;Damage %;;320;360;Amazon Skills;;2;4;Class Skill Tab;1;1;2;Class Skill;10;2;4;dmg-norm;;75;125;Prevent Heal;;1;1;Attack Speed %;;25;25;Reduce Dmg;;5;15;Class Skill;18;1;3;att/lvl;16;;;Hit-Skill;66;5;5;;;;
Eurybe`s Grand Pike;79;77;Amazonian Matron Pike;Damage %;;340;400;Amazon Skills;;2;4;Class Skill Tab;2;1;2;Class Skill;30;2;4;Openwounds;;25;25;Slow Target %;;25;25;Attack Speed %;;20;20;Reduce Dmg %;;5;10;Class Skill;18;1;3;att/lvl;24;;;Hit-Skill;87;5;5;;;;
Panariste`s Javelin;67;65;Amazonian Piercers;Damage %;;330;370;Amazon Skills;;2;4;Class Skill Tab;2;1;2;Class Skill;24;2;4;pierce-ltng;;10;15;extra-ltng;;5;10;Attack Speed %;;30;30;All Resists;;20;35;Hit-Skill;49;10;20;Hit-Skill;53;10;20;stack;30;;;rep-quant;40;;
Sight Beyond Sight;70;68;Arcanic Circlet;Armor Class %;;100;140;All Skills;;1;3;Replenish Life;;20;20;Light Radius;;2;4;Mana %;;3;5;regen-mana;;5;10;Sockets;;1;3;All Resists;;15;20;half-freeze;;1;1;res-pois-len;50;;;Cast Speed %;;20;20;;;;
Akrunia`s Circlet;78;76;Amazonian Tiara;Armor Class %;;120;120;Amazon Skills;;1;3;att%/lvl;3;;;dex/lvl;2;;;Reduce Dmg %;;3;5;Manasteal;;2;4;Lifesteal;;2;4;Crushing Blow;;5;10;Class Skill Tab;1;1;2;;;;;;;;;;;;
Fangskin`s Hide;58;56;Viperskin Helm;Armor Class %;;80;100;res-pois;;25;25;res-pois-max;;10;10;res-mag;;25;25;res-mag-max;;10;10;pierce-pois;;5;10;extra-pois;;5;10;all-stats;;10;15;mag%/lvl;2;;;Faster Movement %;;15;15;;;;;;;;
Boulder Smasher;63;61;Gemmed Cap;Armor Class %;;80;120;Reduce Dmg %;;25;35;Hitpoint % Increase;;5;10;dmg-norm;;50;100;Replenish Life;;-10;-10;stamdrain;;-5;-5;;;;;;;;;;;;;;;;;;;;;;;;
Hermes Faceguard;68;66;Plated Armet;Armor Class %;;100;140;str/lvl;4;;;Other Skill;141;3;5;Dexterity;;15;25;res-pois;;35;35;res-pois-len;75;;;All Resists;;15;15;;;;;;;;;;;;;;;;;;;;
Helm of the Dead;54;52;Plated Conch;Armor Class %;;120;140;Other Skill;69;10;20;Other Skill;70;10;20;Replenish Life;;-15;-15;enr/lvl;3;;;Sockets;;1;2;Hit Recovery %;;15;15;;;;;;;;;;;;;;;;;;;;
Spireguard;79;77;Ordos Spire;Armor Class %;;125;150;Armor Class;;150;200;Strength;;20;25;Dexterity;;20;25;Replenish Life;;20;25;All Resists;;20;25;Vitality;;20;25;Energy;;20;25;;;;;;;;;;;;;;;;
Crown of the Grand Crusader;79;77;Ordos Crown;Armor Class %;;125;150;Paladin Skills;;1;3;str/lvl;5;;;Class Skill;122;1;3;block;;5;10;block2;;5;10;Hit Recovery %;;15;15;All Resists;;10;15;Class Skill;117;1;3;Reduce Dmg %;;3;5;Replenish Life;;10;15;;;;
Faceless Manipulator;74;72;Cursed Mask;Armor Class %;;90;120;Other Skill;86;2;3;Other Skill;81;2;3;Gethit-Skill;Delerium;1;70;str/lvl;4;;;dex/lvl;4;;;Replenish Life;;35;35;;;;;;;;;;;;;;;;;;;;
All Father;65;63;Arcanic Shroud;Armor Class %;;160;220;Sorceress Skills;;2;4;Class Skill;41;3;6;dmg-to-mana;;15;20;enr/lvl;4;;;Gethit-Skill;56;5;20;Magic Find %;;30;50;Cast Speed %;;25;25;Hit Recovery %;;20;20;Faster Movement %;;10;10;;;;;;;;
Venomhide;67;65;Cursed Hide;Armor Class %;;170;230;Necro Skills;;2;4;Class Skill;81;3;6;dmg-to-mana;;15;20;enr/lvl;4;;;Gethit-Skill;92;5;20;Magic Find %;;30;50;Cast Speed %;;25;25;Hit Recovery %;;20;20;Faster Movement %;;10;10;;;;;;;;
Nightstalker;68;66;Viperskin Husk;Armor Class %;;180;240;Assassin Skills;;2;4;Class Skill;265;3;6;Reduce Dmg %;;5;10;dex/lvl;5;;;Gethit-Skill;273;5;20;Magic Find %;;30;50;Attack Speed %;;20;20;Hit Recovery %;;20;20;Faster Movement %;;10;10;;;;;;;;
Earthcall;70;68;Demonskin Fleece;Armor Class %;;170;230;Druid Skills;;2;4;Class Skill;230;3;6;dmg-to-mana;;15;20;enr/lvl;4;;;Gethit-Skill;235;5;20;Magic Find %;;30;50;Cast Speed %;;25;25;Hit Recovery %;;20;20;Faster Movement %;;10;10;;;;;;;;
Fawn;72;70;Tristram Mail;Armor Class %;;170;210;Dexterity;;15;25;dmg-pois;125;888;888;howl;;32;32;All Resists;;20;30;Class Skill Tab;2;3;5;Class Skill Tab;16;3;5;extra-pois;;10;15;;;;;;;;;;;;;;;;
Sandscale;73;71;Lut Gholein Mail;Armor Class %;;170;210;Dexterity;;15;25;Strength;;15;25;Hit-Skill;240;4;15;Hit-Skill;245;4;15;Gethit-Skill;54;4;4;All Skills;;1;2;extra-cold;;10;15;;;;;;;;;;;;;;;;
Direpelt;62;60;Diamondweave Mesh;Armor Class %;;190;230;Druid Skills;;2;4;Class Skill;239;3;6;Reduce Dmg %;;5;10;str/lvl;5;;;Gethit-Skill;86;5;20;Magic Find %;;30;50;Attack Speed %;;20;20;Hit Recovery %;;20;20;Faster Movement %;;10;10;;;;;;;;
Mongrill;75;73;Lightforged Plate;Armor Class %;;170;210;str/lvl;6;;;Openwounds;;50;50;Reduce Dmg %;;10;20;All Resists;;-10;-10;Class Skill Tab;9;3;5;Class Skill Tab;12;3;5;dmg-norm;;75;125;;;;;;;;;;;;;;;;
Draconias;76;74;Wyrmscale;Armor Class %;;170;210;dex/lvl;6;;;Openwounds;;50;50;Armor Class;;150;300;abs-fire%;;10;15;Class Skill Tab;0;3;5;Class Skill Tab;16;3;5;dmg-fire;;325;475;;;;;;;;;;;;;;;;
Vengeance;78;76;Ordos Plate;Armor Class %;;180;240;Paladin Skills;;2;4;Class Skill;111;3;6;Reduce Dmg %;;5;10;str/lvl;5;;;Gethit-Skill;112;5;20;Magic Find %;;30;50;Attack Speed %;;20;20;Hit Recovery %;;20;20;Faster Movement %;;10;10;;;;;;;;
Quiverplate;77;75;Amazonian Hauberk;Armor Class %;;160;220;Amazon Skills;;2;4;Class Skill;33;3;6;Reduce Dmg %;;5;10;dex/lvl;5;;;Gethit-Skill;86;5;20;Magic Find %;;30;50;Attack Speed %;;20;20;Hit Recovery %;;20;20;Faster Movement %;;10;10;;;;;;;;
Asherstar;77;75;Dark Archon Plate;Armor Class %;;170;210;enr/lvl;4;;;nofreeze;;1;1;All Resists;;20;30;Reduce Dmg;;10;20;Class Skill Tab;4;3;5;Class Skill Tab;17;3;5;All Skills;;1;2;;;;;;;;;;;;;;;;
Doomknight Tremor;78;76;Demon Plate;Armor Class %;;170;210;Attack Speed %;;40;40;Faster Movement %;;20;20;Gethit-Skill;146;5;5;nofreeze;;1;1;Sockets;;2;4;Reduce Dmg %;;5;10;Hitpoint % Increase;;5;10;;;;;;;;;;;;;;;;
Archaistic;79;77;Warforged Plate;Armor Class %;;190;250;Barbarian Skills;;2;4;Class Skill;141;3;6;Reduce Dmg %;;5;10;str/lvl;5;;;Gethit-Skill;154;5;20;Magic Find %;;30;50;Attack Speed %;;20;20;Hit Recovery %;;20;20;Faster Movement %;;10;10;;;;;;;;
Hoplites;79;77;Amazonian Plate;Armor Class %;;180;240;Amazon Skills;;2;4;Class Skill;13;3;6;Reduce Dmg %;;5;10;dex/lvl;5;;;Gethit-Skill;149;5;20;Magic Find %;;30;50;Attack Speed %;;20;20;Hit Recovery %;;20;20;Faster Movement %;;10;10;;;;;;;;
Nefertiti`s Disc;64;62;Amazonian Guard;Armor Class %;;140;160;All Skills;;1;3;Cast Speed %;;25;25;dmg-to-mana;;10;15;Reduce Dmg %;;3;5;Replenish Life;;20;25;Energy;;10;15;Vitality;;10;15;;;;;;;;;;;;;;;;
Arachnid Guard;72;70;Viper Guard;Armor Class %;;130;150;Hit-Skill;83;25;20;Gethit-Skill;278;5;15;kill-skill;92;10;15;res-pois-len;50;;;pierce-pois;;10;20;Dexterity;;15;25;Strength;;15;25;;;;;;;;;;;;;;;;
Battle Bastion;79;77;Warforged Aegis;Armor Class %;;160;180;Attack Speed %;;30;30;Hit Recovery %;;15;15;block;;15;15;block2;;15;15;Hitpoint % Increase;;10;15;All Resists;;10;15;Gethit-Skill;72;5;15;;;;;;;;;;;;;;;;
Shaildrain;78;76;Demon Ward;Armor Class %;;150;170;Replenish Life;;40;40;Lifesteal;;4;8;Hit-Skill;82;5;5;aura;99;5;15;Gethit-Skill;226;5;10;Armor Class;;150;250;Armor vs Melee;;150;250;;;;;;;;;;;;;;;;
Quickcast;57;55;Arcanic Mitts;Armor Class %;;80;100;Cast Speed %;;25;25;regen-mana;;10;15;Sorceress Skills;;1;1;Energy;;10;15;Vitality;;5;10;abs-ltng%;;5;5;Hitpoint % Increase;;3;5;;;;;;;;;;;;;;;;
Spiritsteal;63;61;Cursed Gloves;Armor Class %;;90;110;Cast Speed %;;20;20;regen-mana;;10;15;Necro Skills;;1;1;Energy;;10;15;Vitality;;5;10;abs-mag%;;5;5;Hitpoint % Increase;;3;5;;;;;;;;;;;;;;;;
Bladehand;63;61;Demonskin Mitts;Armor Class %;;100;120;Attack Speed %;;20;20;Replenish Life;;20;20;deadly/lvl;4;;;Dexterity;;15;25;Vitality;;5;10;abs-cold%;;5;5;Reduce Dmg %;;3;5;;;;;;;;;;;;;;;;
Tamers;69;67;Viperskin Braces;Armor Class %;;100;120;Cast Speed %;;15;15;Attack Speed %;;15;15;All Skills;;1;2;Energy;;10;15;Strength;;15;25;abs-ltng%;;5;5;Hitpoint % Increase;;3;5;;;;;;;;;;;;;;;;
Stringclasps;69;67;Amazonian Braces;Armor Class %;;100;120;Attack Speed %;;25;25;Replenish Life;;25;25;dmg-norm;;50;100;Dexterity;;20;25;Vitality;;5;10;abs-cold%;;5;5;Reduce Dmg %;;3;5;;;;;;;;;;;;;;;;
Virtuousity;76;74;Ordos Gauntlets;Armor Class %;;120;140;Attack Speed %;;25;25;Replenish Life;;30;30;deadly/lvl;3;;;Strength;;15;25;Vitality;;5;10;abs-fire%;;5;5;Reduce Dmg %;;3;5;;;;;;;;;;;;;;;;
Crushfoes;79;77;Warforged Gauntlets;Armor Class %;;120;140;Attack Speed %;;15;15;Replenish Life;;40;40;crush/lvl;3;;;Strength;;15;25;Vitality;;5;10;abs-fire%;;5;5;Reduce Dmg %;;3;5;;;;;;;;;;;;;;;;
Wizard`s Slippers;60;58;Arcanic Boots;Armor Class %;;80;100;Faster Movement %;;25;25;regen-stam;;10;15;Sorceress Skills;;1;1;Class Skill;37;1;2;Energy;;5;5;Gethit-Skill;241;5;15;Hitpoint % Increase;;2;3;Strength;;5;10;;;;;;;;;;;;
Viperskins Treads;66;64;Viperskin Boots;Armor Class %;;90;110;Faster Movement %;;20;20;regen-stam;;10;15;Necro Skills;;1;1;Class Skill;86;1;2;Energy;;5;5;Gethit-Skill;222;5;15;Hitpoint % Increase;;2;3;Strength;;5;10;;;;;;;;;;;;
Evasive Boots;72;70;Cursed Boots;Armor Class %;;100;120;Faster Movement %;;20;20;regen-stam;;20;20;Assassin Skills;;1;1;Class Skill;267;1;2;Energy;;5;5;Gethit-Skill;154;5;15;Reduce Dmg %;;2;3;Dexterity;;5;10;;;;;;;;;;;;
Bearpaw Treads;72;70;Demonskin Boots;Armor Class %;;100;120;Faster Movement %;;15;15;regen-stam;;15;15;Druid Skills;;1;1;Class Skill;247;1;2;Energy;;5;5;Gethit-Skill;149;5;15;Hitpoint % Increase;;2;3;Strength;;5;10;;;;;;;;;;;;
Hikko`s Warboots;76;74;Amazonian Treads;Armor Class %;;100;120;Faster Movement %;;25;25;regen-stam;;25;25;Amazon Skills;;1;1;Class Skill;32;1;2;Energy;;5;5;Gethit-Skill;246;5;15;Reduce Dmg %;;2;3;Dexterity;;5;10;;;;;;;;;;;;
High Templar Greaves;77;75;Ordos Greaves;Armor Class %;;120;140;Faster Movement %;;25;25;regen-stam;;20;20;Paladin Skills;;1;1;Class Skill;119;1;2;Energy;;5;5;Gethit-Skill;226;5;15;Reduce Dmg %;;2;3;Strength;;5;10;;;;;;;;;;;;
Skull Crusher Greaves;77;75;Warforged Greaves;Armor Class %;;120;140;Faster Movement %;;15;15;regen-stam;;15;15;Barbarian Skills;;1;1;Class Skill;155;1;2;Energy;;5;5;Gethit-Skill;236;5;15;Reduce Dmg %;;2;3;Strength;;5;10;;;;;;;;;;;;
Slipstream;61;59;Arcanic Sash;Armor Class %;;80;100;Replenish Life;;20;20;regen-mana;;30;30;Energy;;5;10;Gethit-Skill;54;3;15;Reduce Dmg;;5;15;half-freeze;;1;1;Hitpoints;;20;30;Class Skill;57;1;2;;;;;;;;;;;;
Vilebarb Ropes;68;66;Cursed Belt;Armor Class %;;80;100;Replenish Life;;20;20;regen-mana;;30;30;Energy;;5;10;Gethit-Skill;236;3;15;Reduce Dmg;;5;15;res-pois-len;25;;;Hitpoints;;20;30;Class Skill;85;1;2;;;;;;;;;;;;
Ariesha`s Girdle;75;73;Amazonian Girdle;Armor Class %;;110;130;Replenish Life;;25;25;regen-mana;;20;20;Dexterity;;10;15;Gethit-Skill;236;3;15;reduce-ac;;5;15;half-freeze;;1;1;Hitpoints;;30;40;Class Skill;9;1;2;;;;;;;;;;;;
Venomstring;76;74;Demonskin Belt;Armor Class %;;100;120;Replenish Life;;20;20;regen-mana;;25;25;Strength;;10;15;Gethit-Skill;278;3;15;reduce-ac;;5;15;res-pois-len;25;;;Hitpoints;;20;30;Class Skill;236;1;2;;;;;;;;;;;;
Stranglerope;77;75;Viperskin Belt;Armor Class %;;100;120;Replenish Life;;25;25;regen-mana;;20;20;Dexterity;;10;15;Gethit-Skill;137;3;15;Reduce Dmg;;5;15;half-freeze;;1;1;Hitpoints;;20;30;Class Skill;258;1;2;;;;;;;;;;;;
Crusder`s Buckle;77;75;Ordos Buckle;Armor Class %;;110;150;Replenish Life;;30;30;regen-mana;;15;15;Strength;;15;20;Gethit-Skill;112;3;15;reduce-ac;;5;15;half-freeze;;1;1;Hitpoints;;30;40;Class Skill;116;1;2;;;;;;;;;;;;
Bloodbuckle;78;76;Warforged Buckle;Armor Class %;;120;160;Replenish Life;;35;35;regen-mana;;10;10;Strength;;15;20;Gethit-Skill;231;3;15;reduce-ac;;5;15;half-freeze;;1;1;Hitpoints;;40;50;Class Skill;133;1;2;;;;;;;;;;;;
Crystalskull;78;76;Cursed Visage;Armor Class %;;120;140;Crushing Blow;;10;10;Deadly Strike;;10;10;reduce-ac;;10;10;dmg-norm;;50;100;Attack Speed %;;10;10;Cast Speed %;;10;10;Hit Recovery %;;10;10;Reduce Dmg;;10;10;;;;;;;;;;;;
Fetishbones;76;74;Skull Guard;Armor Class %;;150;170;Prevent Heal;;1;1;rip;;1;1;Slow Target %;;15;15;block;;15;15;block2;;15;15;Cast Speed %;;15;15;Attack Speed %;;15;15;All Skills;;1;3;;;;;;;;;;;;
Many Visions;68;66;Viperfang Barrier;Armor Class %;;160;180;Faster Movement %;;35;35;extra-fire;;8;12;extra-ltng;;8;12;extra-cold;;8;12;extra-pois;;8;12;Cast Speed %;;10;10;Attack Speed %;;10;10;All Skills;;1;2;;;;;;;;;;;;
Vilefang Visor;62;60;Fullmoon Visor;Armor Class %;;100;120;Druid Skills;;2;4;Class Skill;222;1;3;Class Skill;238;1;3;pierce-pois;;5;10;extra-pois;;5;10;Replenish Life;;20;20;All Resists;;15;20;res-pois;;25;25;Strength;;15;20;;;;;;;;
Spiritwolf Clawmancer;76;74;Druid Helm;Armor Class %;;100;120;Druid Skills;;2;3;Class Skill;227;2;3;Class Skill;239;2;3;Faster Movement %;;15;15;Cast Speed %;;15;15;Reduce Dmg;;10;10;All Resists;;10;15;Class Skill Tab;15;1;2;Vitality;;10;15;;;;;;;;
Armageddon Crown;77;75;Eagle Crown;Armor Class %;;110;130;Druid Skills;;2;3;Class Skill;249;1;3;Class Skill;229;1;3;pierce-fire;;5;10;extra-fire;;5;10;regen-mana;;10;10;All Resists;;10;15;Class Skill Tab;17;1;2;Energy;;10;15;;;;;;;;
Direbear Shifter;78;76;Direwolf Helm;Armor Class %;;120;140;Druid Skills;;2;4;Class Skill;228;1;3;Class Skill;242;1;3;Attack Speed %;;15;15;Hit Recovery %;;15;15;Replenish Life;;30;30;All Resists;;20;25;res-ltng;;20;20;Strength;;15;20;;;;;;;;
Talic`s Visor;66;64;Harrogath Visor;Armor Class %;;120;140;Barbarian Skills;;2;4;Class Skill;151;2;3;Class Skill;145;2;3;block;;20;20;block2;;20;20;Attack Speed %;;20;20;Hit Recovery %;;20;20;All Resists;;20;25;Strength;;20;25;;;;;;;;
Madawc`s Visor;73;71;Demon Visor;Armor Class %;;100;120;Barbarian Skills;;2;3;Class Skill;135;1;3;Class Skill;140;1;3;Attack Speed %;;20;20;Faster Movement %;;20;20;howl;;16;16;Strength;;20;25;Dexterity;;20;25;pierce;;1;1;;;;;;;;
