index;lvl;lvl req;*type;prop1;par1;min1;max1;prop2;par2;min2;max2;prop3;par3;min3;max3;prop4;par4;min4;max4;prop5;par5;min5;max5;prop6;par6;min6;max6;prop7;par7;min7;max7;prop8;par8;min8;max8;prop9;par9;min9;max9;prop10;par10;min10;max10;prop11;par11;min11;max11;prop12;par12;min12;max12;imagename
Alundril;94;70;Void Armet;Armor Class %;;100;140;Attack Speed %;;25;25;dmg;;10;15;Other Skill;18;1;3;Increased Block Chance %;;10;10;Dexterity;;30;50;Gold Find %;;15;35;Vitality;;-10;-15;Armor vs Melee;;150;250;;;;;;;;;;;;;
Flurry Focus;94;76;Void Conch;Armor Class %;;120;140;Assassin Skills;;4;6;Class Skill;395;4;8;Class Skill;261;4;8;Cast Speed %;;40;40;Faster Movement %;;-20;-20;Energy;;15;25;Regenerate Mana %;;15;15;Replenish Life;;-20;-30;Mana per Kill;;15;25;;;;;;;;;
Battlefield Scouter;95;80;Void Spire;Armor Class %;;120;160;Class Skill;26;8;12;Faster Movement %;;15;15;Cannot be Frozen;;1;1;Armor vs Missile;;-150;-300;Replenish Life;;-25;-35;Armor vs Melee;;150;300;dex/lvl;8;;;;;;;;;;;;;;;;;;;
The Heavens Crown;96;74;Void Crown;Armor Class %;;140;160;Paladin Skills;;4;6;Class Skill;405;4;8;Class Skill;113;4;8;Strength;;40;60;gethit-skill;121;10;20;Energy;;15;25;Regenerate Mana %;;-10;-10;Vitality;;15;25;red-dmg;;5;10;;;;;;;;;
Dread Council Mask;95;72;Void Mask;Armor Class %;;100;140;All Skills;;2;3;Hit Recovery %;;15;15;Replenish Life;;10;20;Regenerate Mana %;;35;50;Attack Speed %;;20;20;Cast Speed %;;20;20;to all Attributes;;15;25;All Resists;;-25;-35;red-dmg;;5;10;;;;;;;;;
Seekers Shroud;91;78;Void Shroud;Armor Class %;;300;320;Sorceress Skills;;4;6;Class Skill;409;4;8;Class Skill;48;4;8;Energy;;15;25;Vitality;;-15;-25;extra-ltng;;10;15;Mana per Kill;;5;10;Strength;;-15;-25;Cast Speed %;;15;15;;;;;;;;;
Boneskins;92;72;Void Hide;Armor Class %;;320;340;Necromancer Skills;;4;6;Class Skill;399;4;8;Attack Speed %;;15;15;Hit Recovery %;;15;15;Faster Movement %;;15;15;Increased Block Chance %;;10;10;Faster Block %;;10;10;Vitality;;-15;-25;Strength;;40;60;;;;;;;;;
Striking Leathers;92;74;Void Husk;Armor Class %;;340;360;Assassin Skills;;4;6;Class Skill;396;4;8;Other Skill;127;4;8;dex/lvl;6;;;Vitality;;15;25;Attack Speed %;;-35;-35;red-Damage %;;10;15;Damage %;;-15;-25;deadly/lvl;4;;;;;;;;;;;
Force Nature;92;74;Void Fleece;Armor Class %;;360;360;Druid Skills;;4;6;Class Skill;413;4;8;Cast Speed %;;15;15;Hit Recovery %;;15;15;Increased Block Chance %;;10;10;Faster Block %;;10;10;Vitality;;-15;-25;Energy;;15;25;Faster Movement %;;-10;-10;;;;;;;;;
Tether Mail;93;71;Void Mail;Armor Class %;;360;380;abs-cold%;;5;8;Attack Speed %;;15;15;dmg-cold;;224;364;crush/time;1;15;45;Hit Recovery %;;20;20;Strength;;30;50;Replenish Life;;20;30;Regenerate Mana %;;-5;-10;;;;;;;;;;;;;
Glass Chainmail;93;78;Void Chain Mail;Armor Class %;;380;380;Cast Speed %;;50;50;Attack Speed %;;50;50;Replenish Life;;50;50;Regenerate Mana %;;50;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ogre Mesh;93;77;Void Mesh;Armor Class %;;380;400;red-Damage %;;15;35;Hit Recovery %;;35;35;Armor Class;;500;750;Faster Movement %;;-25;-25;Vitality;;40;60;;;;;;;;;;;;;;;;;;;;;;;;;
Belly Protecorate;93;78;Void Plate;Armor Class %;;400;600;res-pois-len;75;;;dex/time;1;25;75;str/lvl;4;;;Vitality;;50;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arkan`s Scales;94;75;Void Scale;Armor Class %;;320;340;abs-fire%;;5;8;extra-fire;;5;10;dmg-fire;;175;305;dex/time;1;25;75;Damage %/lvl;6;;;Replenish Life;;-15;-25;dex/lvl;3;;;Vitality;;-15;-25;;;;;;;;;;;;;
Fortune`s Plate;94;72;Void Fused Plate;Armor Class %;;340;360;Gold Find %;;25;50;Magic Find %;;25;50;Regenerate Mana %;;10;15;vit/lvl;5;;;ease;;-15;-15;;;;;;;;;;;;;;;;;;;;;;;;;
Reignar Hauberk;94;58;Void Hauberk;Armor Class %;;360;360;Damage %;;25;50;Attack Speed %;;15;15;Deadly Strike;;10;15;Dexterity;;80;120;Strength;;-40;-60;Vitality;;-15;-20;Faster Block %;;-15;-15;dmg-norm;;15;35;;;;;;;;;;;;;
Corrupted Phylactery;95;74;Void Archon Plate;Armor Class %;;360;380;All Skills;;-5;-15;Magic Find %;;150;350;Replenish Life;;-125;-250;Armor Class;;-750;-1250;Faster Movement %;;75;75;to all Attributes;;50;75;;;;;;;;;;;;;;;;;;;;;
Light Sigil Plate;95;79;Void Demon Plate;Armor Class %;;380;400;Paladin Skills;;4;6;Class Skill;98;4;8;Replenish Life;;75;100;Armor Class;;500;750;to all Attributes;;-25;-50;Armor vs Melee;;-150;300;Armor vs Missile;;150;300;Attack Speed %;;35;35;Hit Recovery %;;20;20;;;;;;;;;
Superior Shatter Plate;98;86;Void War Plate;Armor Class %;;400;440;Barbarian Skills;;4;6;Class Skill;402;4;8;str/time;1;75;125;Armor Class;;250;500;Armor vs Melee;;-250;-500;Faster Movement %;;-20;-20;extra-fire;;15;25;Vitality;;10;15;Hit Recovery %;;15;15;;;;;;;;;
Aranna`s Plates;99;87;Void Hunter Plate;Armor Class %;;340;380;Amazon Skills;;4;6;Class Skill;391;4;8;dex/time;3;50;125;Armor Class;;-150;-350;Damage %/lvl;4;;;Faster Movement %;;15;15;extra-pois;;10;15;Vitality;;35;50;ease;;-15;-15;Attack Speed %;;15;15;;;;;
Mephisto`s Guardian;90;79;Void Guard;Armor Class %;;140;180;Magic Find %;;75;150;dmg-ltng;;1;471;str/time;3;25;50;dex/time;2;25;50;Damage %/lvl;4;;;extra-ltng;;10;15;Vitality;;10;15;gethit-skill;48;25;15;;;;;;;;;;;;;
Stonewall Protectorate;92;81;Void Slither Guard;Armor Class %;;160;160;gethit-skill;138;5;15;vit/lvl;5;;;Dexterity;;15;35;Strength;;15;35;red-Damage %;;10;15;Vitality;;-20;-25;red-dmg;;5;10;;;;;;;;;;;;;;;;;
Reforged War Aegis;94;82;Void War Aegis;Armor Class %;;160;180;All Resists;;50;50;res-all-max;;5;5;ease;;-15;-15;Deadly Strike;;10;15;Crushing Blow;;10;15;Sockets;;1;3;red-dmg;;5;10;;;;;;;;;;;;;;;;;
Dawn Warden;96;84;Void Demon Ward;Armor Class %;;180;180;gethit-skill;277;5;10;dex/time;3;50;150;str/time;3;50;150;Sockets;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stormcast Mittens;90;79;Void Mitts;Armor Class %;;80;120;Class Skill;53;1;3;Cast Speed %;;25;25;enr/time;2;15;45;Armor vs Missile;;500;750;Armor vs Melee;;-150;-200;extra-ltng;;15;25;red-dmg;;5;10;Vitality;;-10;-20;;;;;;;;;;;;;
Rotgrip Gloves;92;81;Void Gloves;Armor Class %;;100;120;Class Skill;73;1;3;Attack Speed %;;15;15;Armor vs Melee;;150;300;Armor vs Missile;;-150;-200;str/time;0;25;75;dmg;;75;125;extra-pois;;10;15;pierce-pois;;10;15;;;;;;;;;;;;;
Leathered Bladeholders;93;81;Void Skin Mitts;Armor Class %;;120;140;Other Skill;127;1;3;Attack Speed %;;15;15;Vitality;;15;25;Hit Recovery %;;5;5;Armor vs Melee;;100;200;Strength;;15;35;Dexterity;;15;35;;;;;;;;;;;;;;;;;
Stonehandlers;94;82;Void Braces;Armor Class %;;240;320;Class Skill;394;1;3;Attack Speed %;;15;15;gethit-skill;56;5;10;Dexterity;;15;25;extra-fire;;5;10;pierce-fire;;5;10;Hit Recovery %;;10;10;;;;;;;;;;;;;;;;;
Serrated Grips;96;84;Void Mesh Braces;Armor Class %;;140;180;Class Skill;136;1;3;Openwounds;;25;25;Attack Speed %;;15;15;Dexterity;;15;25;str/time;3;15;45;Vitality;;-15;-30;Hit Recovery %;;15;15;;;;;;;;;;;;;;;;;
Heartripper Hands;97;85;Void Gauntlets;Armor Class %;;160;180;Deadly Strike;;15;15;Attack Speed %;;15;15;Lifesteal;;8;12;str/time;0;25;75;dex/time;0;25;75;Replenish Life;;-15;-30;;;;;;;;;;;;;;;;;;;;;
Lost Titan Fists;99;87;Void War Gauntlets;Armor Class %;;180;200;Vitality;;50;100;Attack Speed %;;25;25;Crushing Blow;;25;25;str/time;2;50;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saint`s Slippers;90;79;Void Boots;Armor Class %;;80;120;Class Skill;408;1;3;extra-fire;;5;10;enr/time;1;10;30;Replenish Life;;-15;-15;Regenerate Mana %;;10;15;Vitality;;-5;-15;res-fire;;10;15;;;;;;;;;;;;;;;;;
Scouring Treads;92;81;Void Skin Boots;Armor Class %;;100;120;Class Skill;396;1;3;Openwounds;;10;15;dex/time;3;20;60;Vitality;;-5;-25;Replenish Life;;15;25;All Resists;;10;20;;;;;;;;;;;;;;;;;;;;;
Rotfoot Walkers;93;81;Void Curse Boots;Armor Class %;;120;140;pierce-pois;;10;15;Faster Movement %;;-15;-15;Replenish Life;;15;25;dex/time;1;20;40;Vitality;;-5;-10;extra-pois;;10;15;Hit Recovery %;;-15;-15;;;;;;;;;;;;;;;;;
Standground Treads;94;82;Void Demon Boots;Armor Class %;;140;160;Other Skill;104;1;3;Faster Movement %;;-15;-15;to all Attributes;;20;40;Armor Class;;250;500;Vitality;;25;50;;;;;;;;;;;;;;;;;;;;;;;;;
Dead Skeleton Boots;96;84;Void Treads;Armor Class %;;140;180;Class Skill;70;1;3;Faster Movement %;;-10;-10;to all Attributes;;15;25;Mana %;;5;10;Regenerate Mana %;;10;15;Replenish Life;;-10;-20;Life per Kill;;15;25;;;;;;;;;;;;;;;;;
Heavenly Sprinters;97;85;Void Greaves;Armor Class %;;160;180;Other Skill;115;1;3;res-all-max;;5;10;Faster Movement %;;15;15;Strength;;25;50;Dexterity;;25;50;Vitality;;-10;-20;demon-heal;;5;15;;;;;;;;;;;;;;;;;
Bloodsoaked Fieldboots;99;87;Void War Greaves;Armor Class %;;180;200;Class Skill;131;1;3;to all Attributes;;25;35;res-all-max;;10;15;Faster Movement %;;-15;-15;Vitality;;-15;-30;dmg;;25;50;Life per Kill;;5;15;;;;;;;;;;;;;;;;;
Flowing Strings;90;79;Void Sash;Armor Class %;;80;120;Other Skill;54;1;3;Magic Find %;;20;60;res-all-max;;5;5;Mana %;;5;5;Regenerate Mana %;;10;10;Replenish Life;;15;15;hp%;;5;5;;;;;;;;;;;;;;;;;
Girdle Clone;92;81;Void Belt;Armor Class %;;100;120;Other Skill;58;1;3;Manasteal;;8;14;Lifesteal;;12;18;Replenish Life;;15;25;Regenerate Mana %;;10;15;;;;;;;;;;;;;;;;;;;;;;;;;
Tristrap Waistband;93;81;Void Girdle;Armor Class %;;120;140;Class Skill Tab;15;1;3;Replenish Life;;10;15;Faster Movement %;;15;25;Vitality;;-15;-25;Class Skill;226;1;3;Class Skill;413;1;3;;;;;;;;;;;;;;;;;;;;;
Shotwaist;94;82;Void Skin Belt;Armor Class %;;140;160;Other Skill;108;1;3;red-Damage %;;5;5;Magic Find %;;30;60;res-ltng;;10;15;res-cold;;10;15;;;;;;;;;;;;;;;;;;;;;;;;;
Dark Clan Girdle;96;84;Void Mesh Belt;Armor Class %;;140;180;Class Skill;396;1;3;dmg;;15;25;Deadly Strike;;25;25;res-cold;;15;25;res-ltng;;-25;-50;gethit-skill;66;5;10;;;;;;;;;;;;;;;;;;;;;
Overseer Wristband;97;85;Void Buckle;Armor Class %;;160;180;Class Skill;392;1;3;Vitality;;5;15;Dexterity;;15;25;Armor vs Missile;;150;300;Armor vs Melee;;-150;-450;str/time;2;25;75;Crushing Blow;;10;10;;;;;;;;;;;;;;;;;
Sigon`s Signet Cord;99;87;Void War Buckle;Armor Class %;;180;200;Class Skill;235;1;3;red-Damage %;;5;5;Magic Find %;;50;75;dex/time;2;25;50;Armor vs Melee;;-500;-750;str/time;1;25;75;Deadly Strike;;15;15;;;;;;;;;;;;;;;;;
Dreadspawn Skull;97;85;Void Visage;Armor Class %;;80;120;Cast Speed %;;25;25;Replenish Life;;-50;-100;str/time;2;25;75;dex/time;3;25;75;Vitality;;-25;-50;Sockets;;1;3;All Resists;;35;50;res-fire;;-75;-125;;;;;;;;;;;;;
Witch Clan Wall;98;86;Void Skull  Guard;Armor Class %;;100;120;Faster Block %;;-10;-15;Increased Block Chance %;;-10;-15;Prevent Monster Heal;;1;1;Vitality;;-25;-50;Strength;;-40;60;Dexterity;;-40;60;All Resists;;75;100;Hit Recovery %;;50;50;;;;;;;;;;;;;
Arreat Minnion Guard;94;82;Void Barrier;Armor Class %;;120;140;Other Skill;103;8;12;dex/time;1;25;75;Vitality;;15;25;Replenish Life;;35;70;Hit Recovery %;;-35;-35;Sockets;;1;3;Deadly Strike;;15;15;;;;;;;;;;;;;;;;;
Helleye Howlmask;94;82;Void Visor;Armor Class %;;140;160;Druid Skills;;4;6;Class Skill;238;4;8;pierce-pois;;10;15;extra-pois;;10;15;dex/time;0;15;35;str/time;0;25;75;Hit Recovery %;;15;15;Manasteal;;12;18;;;;;;;;;;;;;
Daelic Gazer;90;79;Void Druid Helm;Armor Class %;;140;180;Druid Skills;;4;6;Class Skill;411;2;4;Cast Speed %;;35;35;Vitality;;-25;-35;Regenerate Mana %;;15;25;extra-fire;;5;10;pierce-fire;;10;15;Hit Recovery %;;10;10;;;;;;;;;;;;;
Crownbird;94;82;Void Eagle Crown;Armor Class %;;160;180;Druid Skills;;4;6;Class Skill;221;12;20;All Resists;;10;15;Regenerate Mana %;;10;15;Replenish Life;;15;25;Hitpoints;;150;300;Magic Find %;;20;60;;;;;;;;;;;;;;;;;
Reigda Alpha Gazer;96;84;Void Wolf Helm;Armor Class %;;160;180;Druid Skills;;4;6;Class Skill;412;4;8;red-Damage %;;10;15;Manasteal;;12;18;Lifesteal;;12;18;Replenish Life;;-15;-45;Regenerate Mana %;;-10;-20;Attack Speed %;;45;45;;;;;;;;;;;;;
Overseer Jawbone;98;86;Void Sight Visor;Armor Class %;;180;200;Barbarian Skills;;4;6;Class Skill;147;4;8;Attack Speed %;;15;15;Deadly Strike;;10;10;Crushing Blow;;10;10;str/time;0;25;75;All Resists;;35;50;dex/time;0;25;75;Vitality;;-75;-125;;;;;;;;;
Hellhorn Screamer;92;81;Void Demon Visor;Armor Class %;;180;220;Barbarian Skills;;4;6;Class Skill;151;4;8;Other Skill;60;5;15;Deadly Strike;;15;15;Attack Speed %;;10;10;str/time;0;50;100;Vitality;;35;50;Hit Recovery %;;50;50;;;;;;;;;;;;;
Arc King`s Crown;98;86;Void War Crown;Armor Class %;;200;220;Barbarian Skills;;4;6;Class Skill;128;4;8;dex/time;2;15;35;str/time;3;25;75;light-thorns;;1;1001;pierce-ltng;;15;25;extra-ltng;;15;25;Hit Recovery %;;25;25;;;;;;;;;;;;;
Silverian Disk;90;79;Void Defender;Armor Class %;;180;200;Paladin Skills;;4;6;Class Skill;118;4;8;res-ltng;;15;25;pierce-ltng;;5;10;extra-ltng;;5;10;Strength;;25;50;light-thorns;;1;1001;Faster Block %;;15;15;;;;;;;;;;;;;
Flamewrought Defender;92;81;Void Forged Guard;Armor Class %;;180;220;Paladin Skills;;4;6;Class Skill;102;4;8;res-fire;;15;25;pierce-fire;;5;10;extra-fire;;5;10;Faster Block %;;-10;-15;Increased Block Chance %;;-10;-15;Armor Class;;350;700;Strength;;25;50;;;;;;;;;
Sleet Protectorate;93;81;Void Shard Guard;Armor Class %;;200;220;Paladin Skills;;4;6;Class Skill;114;4;8;res-cold;;15;25;pierce-cold;;5;10;extra-cold;;5;10;Vitality;;-10;-15;Faster Block %;;-10;-15;Increased Block Chance %;;-10;-15;Hit Recovery %;;25;25;Strength;;25;50;;;;;
Head of Tongue`s;94;82;Void Skull;Armor Class %;;100;120;Necromancer Skills;;4;6;Class Skill;398;4;8;Cast Speed %;;35;35;Faster Block %;;5;10;Increased Block Chance %;;5;10;All Resists;;15;35;Mana Points;;-50;-100;Hit Recovery %;;25;25;;;;;;;;;;;;;
Advisory Speakbone;96;84;Void Speaking Skull;Armor Class %;;120;140;Necromancer Skills;;4;6;Class Skill;399;2;4;Hitpoints;;125;250;Attack Speed %;;25;25;Cast Speed %;;20;20;enr/time;0;15;45;Magic Find %;;35;70;Hit Recovery %;;25;25;Faster Movement %;;15;15;;;;;;;;;
Menelial`s Gaze Vision;99;87;Void Demon Skull;Armor Class %;;140;160;Necromancer Skills;;4;6;Class Skill;93;2;4;Cast Speed %;;35;35;Regenerate Mana %;;15;25;All Resists;;15;30;Armor Class;;150;300;Hitpoints;;150;300;Hit Recovery %;;15;15;Mana %;;15;25;res-fire;;-75;-125;;;;;
Flamelight Crown;91;73;Void Circlet;Armor Class %;;80;100;Sorceress Skills;;4;6;Class Skill;36;4;8;Class Skill;408;4;8;Cast Speed %;;25;25;Energy;;15;25;Faster Movement %;;15;15;Vitality;;-15;-25;extra-fire;;10;15;Regenerate Mana %;;-10;-15;Armor Class;;150;250;;;;;
Thundergod`s Sights;92;75;Void Tiara;Armor Class %;;100;120;Amazon Skills;;4;6;extra-ltng;;10;15;Vitality;;20;30;Light Radius;;3;3;aura;118;5;15;Replenish Life;;-20;-25;dex/lvl;5;;;Faster Movement %;;15;15;Class Skill;393;4;8;Class Skill;6;4;8;;;;;
Darkskin Helm;93;68;Void Helm;Armor Class %;;80;100;Necromancer Skills;;4;6;Class Skill;398;4;8;Class Skill;74;4;8;Armor Class;;100;150;Mana Points;;25;50;vit/lvl;2;;;Magic Find %;;25;50;to all Attributes;;10;15;Strength;;15;25;;;;;;;;;
Aluriel`s Shako;94;73;Void Cap;Armor Class %;;80;120;All Skills;;2;4;Mana Points;;25;50;Gold Find %;;25;50;Magic Find %;;25;50;Mana %;;10;15;All Resists;;-15;-25;vit/lvl;3;;;Armor Class;;-200;-500;to all Attributes;;20;50;;;;;;;;;
Arcamin;94;70;Void Armet;Armor Class %;;100;140;Attack Speed %;;15;15;dmg;;15;25;Other Skill;13;1;3;Faster Block %;;10;10;Strength;;30;50;Magic Find %;;15;35;Vitality;;-10;-15;Armor vs Missile;;150;250;;;;;;;;;;;;;
Crown of the Creed;94;76;Void Conch;Armor Class %;;120;140;Assassin Skills;;4;6;Class Skill;396;4;8;Class Skill;280;4;8;Other Skill;127;4;8;Attack Speed %;;15;15;Deadly Strike;;15;15;Armor Class;;-150;-300;Vitality;;15;25;Dexterity;;30;50;;;;;;;;;
Battlefield Castguard;95;80;Void Spire;Armor Class %;;120;160;Cast Speed %;;15;25;Faster Movement %;;15;15;Cannot be Frozen;;1;1;Armor vs Missile;;-150;-300;Replenish Life;;-30;-50;Armor vs Melee;;150;300;enr/lvl;8;;;Vitality;;15;25;Magic Find %;;15;25;;;;;;;;;
Bowmaster Crown;96;74;Void Crown;Armor Class %;;140;160;Paladin Skills;;4;6;Class Skill;407;4;8;Class Skill;405;4;8;Other Skill;33;4;8;Dexterity;;40;60;Strength;;-20;-30;reduce-ac;;15;15;Vitality;;-15;-25;Armor vs Missile;;150;250;;;;;;;;;
Baals Torment;95;72;Void Mask;Armor Class %;;100;140;All Skills;;4;6;Hit Recovery %;;15;15;Replenish Life;;-10;-20;Regenerate Mana %;;-35;-50;Attack Speed %;;15;15;Cast Speed %;;15;15;to all Attributes;;25;35;All Resists;;-5;-15;Magic Find %;;15;25;;;;;;;;;
Fireshroud Spitter;91;78;Void Shroud;Armor Class %;;300;320;Sorceress Skills;;4;6;Class Skill;408;4;8;Class Skill;47;4;8;extra-fire;;10;15;Dexterity;;-10;-15;Energy;;15;25;Armor Class;;150;300;Faster Movement %;;-10;-10;Magic Find %;;15;25;;;;;;;;;
Toll Collector Skins;92;72;Void Hide;Armor Class %;;320;340;Necromancer Skills;;4;6;Class Skill;397;4;8;Class Skill;398;4;8;Armor vs Missile;;-150;-300;Armor vs Melee;;150;300;Energy;;15;25;Magic Find %;;25;50;enr/lvl;3;;;Gold Find %;;-15;-30;;;;;;;;;
Gold Scarab Husk;92;74;Void Husk;Armor Class %;;340;360;Assassin Skills;;4;6;Class Skill;395;4;8;Replenish Life;;-10;-20;Armor Class;;250;350;Vitality;;15;25;gethit-skill;38;10;15;red-Damage %;;5;10;Damage %;;15;25;Dexterity;;-30;-50;;;;;;;;;
Last Pack;92;74;Void Fleece;Armor Class %;;360;360;Druid Skills;;4;6;Class Skill;246;4;8;Class Skill;237;4;8;Replenish Life;;15;25;Attack Speed %;;15;15;Dexterity;;-10;-15;Armor vs Melee;;150;300;vit/lvl;4;;;Energy;;-15;-25;Faster Movement %;;15;15;;;;;
War Token;99;50;Ring;All Skills;;1;2;to all Attributes;;10;15;All Resists;;5;10;str/lvl;5;;;Sockets;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arcanic Token;99;50;Ring;All Skills;;1;2;to all Attributes;;10;15;All Resists;;5;10;enr/lvl;5;;;Sockets;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amazonian Token;99;50;Ring;All Skills;;1;2;to all Attributes;;10;15;All Resists;;5;10;dex/lvl;6;;;Sockets;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cursed Token;99;50;Ring;All Skills;;1;2;to all Attributes;;10;15;All Resists;;5;10;vit/lvl;5;;;Sockets;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Purified Token;99;50;Ring;All Skills;;1;2;to all Attributes;;10;15;All Resists;;5;10;Damage %/lvl;5;;;Sockets;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guild Token;99;50;Ring;All Skills;;1;2;to all Attributes;;10;15;All Resists;;5;10;ac%/lvl;5;;;Sockets;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Treasure Token;99;50;Ring;All Skills;;1;2;to all Attributes;;10;15;All Resists;;5;10;gold%/lvl;1;;;Sockets;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Magic Token;99;50;Ring;All Skills;;1;2;to all Attributes;;10;15;All Resists;;5;10;mag%/lvl;1;;;Sockets;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
War Fingerband;99;50;Amulet;All Skills;;1;2;to all Attributes;;10;15;All Resists;;5;10;str/lvl;5;;;Sockets;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arcanic Fingerband;99;50;Amulet;All Skills;;1;2;to all Attributes;;10;15;All Resists;;5;10;enr/lvl;5;;;Sockets;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amazonian Fingerband;99;50;Amulet;All Skills;;1;2;to all Attributes;;10;15;All Resists;;5;10;dex/lvl;6;;;Sockets;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cursed Fingerband;99;50;Amulet;All Skills;;1;2;to all Attributes;;10;15;All Resists;;5;10;vit/lvl;5;;;Sockets;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Purified Fingerband;99;50;Amulet;All Skills;;1;2;to all Attributes;;10;15;All Resists;;5;10;Damage %/lvl;5;;;Sockets;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guild Fingerband;99;50;Amulet;All Skills;;1;2;to all Attributes;;10;15;All Resists;;5;10;ac%/lvl;5;;;Sockets;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Treasure Fingerband;99;50;Amulet;All Skills;;1;2;to all Attributes;;10;15;All Resists;;5;10;gold%/lvl;1;;;Sockets;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Magic Fingerband;99;50;Amulet;All Skills;;1;2;to all Attributes;;10;15;All Resists;;5;10;mag%/lvl;1;;;Sockets;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amazonian Arrows;95;50;Arrows;Amazon Skills;;1;2;to all Attributes;;5;10;All Resists;;5;10;dex/lvl;2;;;Sockets;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Crusader Arrows;95;50;Arrows;Paladin Skills;;1;2;to all Attributes;;5;10;All Resists;;5;10;dex/lvl;2;;;Sockets;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amazonian Bolts;95;50;Bolts;Amazon Skills;;1;2;to all Attributes;;5;10;All Resists;;5;10;dex/lvl;2;;;Sockets;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Crusader Bolts;95;50;Bolts;Paladin Skills;;1;2;to all Attributes;;5;10;All Resists;;5;10;dex/lvl;2;;;Sockets;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Askari War Pike;105;50;Legendary War Pike;Damage %;;400;600;Amazon Skills;;6;10;Class Skill Tab;1;4;10;Sockets;;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zann Esu War Orb;105;50;Legendary War Orb;Armor Class %;;50;100;Sorceress Skills;;6;10;Class Skill Tab;3;4;10;Sockets;;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shadow War Sword;105;50;Legendary Sword;Damage %;;500;500;Assassin Skills;;6;10;Class Skill Tab;18;4;10;Sockets;;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Phoenician War Claw;105;50;Legendary Claw;Damage %;;500;500;Assassin Skills;;6;10;Class Skill Tab;18;4;10;Sockets;;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arreat War Crown;105;50;Legendary Crown;Damage %;;100;300;Barbarian Skills;;6;10;Class Skill Tab;12;4;10;Sockets;;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Henknoc War Mask;105;50;Legendary Head;Damage %;;100;300;Druid Skills;;6;10;Class Skill Tab;15;4;10;Sockets;;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Caoi Dulra War Totem;105;50;Legendary Totem;Armor Class %;;100;300;Druid Skills;;6;10;Class Skill Tab;15;4;10;Sockets;;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rakkis War Protectorate;105;50;Legendary Protectorate;Damage %;;100;300;Paladin Skills;;6;10;Class Skill Tab;9;4;10;Sockets;;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rathma War Gazer;105;50;Legendary Gazer;Armor Class %;;100;300;Necromancer Skills;;6;10;Class Skill Tab;6;4;10;Sockets;;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Askari War Pike;105;50;Legendary War Pike;Damage %;;400;600;Amazon Skills;;6;10;Class Skill Tab;2;4;10;Sockets;;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Askari War Bow;105;50;Legendary War Bow;Damage %;;400;600;Amazon Skills;;6;10;Class Skill Tab;0;4;10;Sockets;;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zann Esu War Orb;105;50;Legendary War Orb;Armor Class %;;50;100;Sorceress Skills;;6;10;Class Skill Tab;4;4;10;Sockets;;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shadow War Sword;105;50;Legendary Sword;Damage %;;500;500;Assassin Skills;;6;10;Class Skill Tab;19;4;10;Sockets;;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
